X0,X1,y
1.257302210933932962e-01,-1.321048632913018883e-01,-2.662581834123763924e-01
6.404226504432820599e-01,1.049001171530397070e-01,4.225905176595798340e-02
-5.356693731611109621e-01,3.615950549094847366e-01,2.698753699606551981e-01
1.304000045130137231e+00,9.470809631292421704e-01,1.746207901980838528e-01
-7.037352358069925984e-01,-1.265421471046052515e+00,-5.968744330455757474e-01
-6.232744625373521918e-01,4.132597934724360073e-02,3.638565762710296858e-01
-2.325030774638834341e+00,-2.187916639325457324e-01,6.718846846175248189e-01
-1.245910947253065171e+00,-7.322673547034516117e-01,3.761565374579924070e-02
-5.442589828573098920e-01,-3.163001563691545392e-01,1.693524067719460319e-02
4.116305363741328271e-01,1.042513369442677584e+00,5.700473579092883991e-01
-1.285346629440342614e-01,1.366463470549685866e+00,8.115523797631186698e-01
-6.651946734866135413e-01,3.515100700930197108e-01,1.481626328733324782e-01
9.034701816518085904e-01,9.401229776087456635e-02,-3.467934416290604505e-01
-7.434992493538084002e-01,-9.217253762584194376e-01,-2.514999842439017419e-01
-4.577258256673391590e-01,2.201951234700494087e-01,2.494273236114902814e-01
-1.009618183538735892e+00,-2.091755748717130658e-01,3.188279492897528877e-01
-1.592250099144777165e-01,5.408455846858076788e-01,4.745256457054911059e-01
2.146591225063408936e-01,3.553727090399214084e-01,1.152231518543295197e-01
-6.538286094183394237e-01,-1.296136336927694588e-01,1.106757770541941244e-02
7.839754700613295046e-01,1.493431145220760703e+00,7.273082986516221649e-01
-1.259065532104120200e+00,1.513923774739062589e+00,1.445549334507385097e+00
1.345875423782304514e+00,7.813114007004274830e-01,-5.910481488533068928e-02
2.644556303293035260e-01,-3.139228145364277855e-01,-6.767626712217383878e-02
1.458020683536958684e+00,1.960258316449964733e+00,5.834608556428019233e-01
1.801634869866125088e+00,1.315103764734369962e+00,4.314375172483272958e-03
3.573804106589559826e-01,-1.208318632282171512e+00,-8.494967583908991093e-01
-4.454133120083228828e-03,6.564749350763358082e-01,4.924643484424088835e-01
-1.288361463749554403e+00,3.951220601820082390e-01,6.011990886357015951e-01
4.298636948222300247e-01,6.960427239628684815e-01,4.463470476586212654e-01
-1.184117966757189055e+00,-6.617025720390349308e-01,-4.897497200756507907e-02
-4.364352471432212388e-01,-1.169801907772864080e+00,-4.298683127180251695e-01
1.739367877130133966e+00,-4.959107284421518935e-01,-8.618726518097749034e-01
3.289696294602020843e-01,-2.585725454739239981e-01,-2.848654801399909675e-01
1.583472878802122175e+00,1.320360987081839133e+00,3.077817591039079814e-01
6.333526228249152235e-01,-2.203509880646650654e+00,-1.664088821937762086e+00
5.202897425988650681e-02,6.836861907765344748e-01,5.159580710530212722e-01
1.003961575842169607e+00,-6.179070447076008277e-01,-7.288063330989669186e-01
1.822011363328323252e+00,-1.320430970013293459e+00,-1.481486146187628083e+00
-6.615280218152190805e-01,9.350499881140220682e-01,8.589922569757167947e-01
4.905461382531165621e-02,2.002392583645255186e+00,1.256773056939947564e+00
1.885191925124655721e-01,-6.331940901922267217e-01,-3.604607078061287107e-01
-3.775635052328082386e-01,-1.091146117619195444e+00,-3.006815611014506118e-01
-1.277680166386607974e+00,6.304114907682318858e-01,9.364664844065725413e-01
5.811658124128057379e-01,1.294558819441117059e+00,6.742944094901115459e-01
-7.546057912599311024e-01,1.689107452443673107e+00,1.203655690032207737e+00
-2.873877078086662928e-01,1.574408278844586784e+00,1.032959413389183734e+00
-4.327858471825967723e-01,-7.354832923422750524e-01,-2.168879382080485529e-01
2.497853715586668411e-01,1.031453084869472292e+00,5.100811701095862016e-01
1.610095767153446600e-01,-5.855288241233366220e-01,-3.695468474873824793e-01
-1.341219714076669067e+00,-1.401520214917427953e+00,-2.917949359295014533e-01
5.026828498748656671e-01,9.897130332858049551e-01,4.807686306428253786e-01
-1.642945926252906974e-01,-1.074364858228434638e+00,-5.778710780552771542e-01
8.730421526217065908e-01,-1.280393944714573129e+00,-1.096812947547584960e+00
-7.130680950592721556e-01,6.210178535400985300e-01,5.365719323442887934e-01
-2.250141173574591758e+00,3.863695975663058446e-01,9.473278827057347584e-01
-5.816408364095031480e-01,1.092796974778138808e-01,3.906602781737289476e-01
-7.570152622082311489e-02,2.021143950439598658e-01,1.367743693985283837e-01
6.941719367070081637e-01,-7.583697508984091895e-01,-6.140476442786743094e-01
1.420982022311916282e+00,7.260937889477649954e-01,-2.182148821997105526e-01
8.437326623032680439e-01,1.164863981111028179e+00,1.818059308820984266e-01
7.875882217058693957e-01,8.440786805785920333e-01,1.037611599117289063e-01
7.559361074288512006e-02,-1.426773850989732306e+00,-7.451555113408443454e-01
-1.350451000370139210e-01,-7.695146401767056776e-01,-2.935546311316896140e-01
-1.422741768515413563e+00,2.584527909129875622e-01,6.968331709198418711e-01
-5.685494541476425745e-01,-1.029804438011463708e+00,-4.762149866561339318e-01
-1.043001080071565445e+00,2.684170797089146521e-01,5.194897498706667616e-01
3.586719491703444507e-01,1.322457469766833205e+00,6.126432389526890177e-01
-1.391466852409373352e-02,1.041839759212822125e+00,5.784671256574760445e-01
1.402264826772522399e+00,1.150165636149692139e+00,-8.487865683174466991e-02
-2.365303906276974288e+00,1.228683719203421010e+00,1.483736787742444108e+00
3.396200082486426353e-01,4.237713528533472718e-01,1.058614651837881671e-01
3.712274177362588357e-01,3.827571602707608989e-01,2.411893705739380778e-01
3.194142202523809204e-01,-3.589133085386204680e-01,-3.084935745556553477e-01
-1.901635298375994543e+00,-1.089147279074232366e-01,7.619591200266645492e-01
-8.037318485206765839e-01,1.080163412537885170e+00,8.806387684017398243e-01
-2.887665059953775093e-01,8.347535610700985986e-02,1.275249097565050449e-01
-8.496059556101430710e-01,-5.106224678981267084e-01,-3.816756933173849342e-01
-1.153306168658677598e-02,-1.485375184263545201e+00,-8.162770993381458506e-01
3.006851142946058153e-01,-1.060722534477509249e-01,-1.155662077319866143e-01
-1.185719805005233773e+00,-2.398232865397771363e+00,-7.956937661511869209e-01
5.130521338803050169e-01,-2.975840389433303534e-01,-4.072511624301738409e-01
-5.300084132181583918e-01,-2.361546298529420274e-01,6.264745284804092151e-02
1.816475940881143947e+00,-4.980096905964319365e-02,-7.543442592271942804e-01
8.661926298854212558e-02,-1.487072869675398090e+00,-1.016604537815309461e+00
1.647339066356099835e+00,9.174879834442942750e-01,-1.296924216277556829e-01
1.066934867005179033e+00,4.767273121167960037e-02,-3.912473727005170709e-01
9.166547888245957232e-01,3.709468350944102322e-01,2.160473176562560660e-02
6.131890778590062263e-01,-1.521929584082903075e-01,-3.096066009944933861e-01
-1.473887948041959106e+00,1.028854347803183078e+00,1.052565567096152233e+00
-1.934959636609707045e+00,-2.399366712580360550e-01,5.716137290145839600e-01
-2.045224883996608345e-01,-1.042860140984504635e+00,-5.130692261053765302e-01
6.131231363365797771e-01,-2.003297014095683504e-01,-4.055166311980066274e-01
-4.368683255972816148e-01,5.198417309776411921e-01,5.751336475049237951e-01
-4.765790405584137690e-01,1.388979974838308484e+00,7.934605593412651370e-01
3.514550761873138640e-01,-4.743329868344392519e-01,-4.248224761261580884e-01
-1.944264975985544153e+00,-1.307753196901147552e+00,4.179186373064178173e-03
1.086830784768363367e+00,-5.060406311134240526e-02,-5.551099236574648099e-01
-2.831250656795347154e-01,1.643251614242696945e+00,1.097068418737075168e+00
-1.282649244073898354e+00,-5.856577998413593500e-01,2.498563046993975689e-01
-4.725876767584840654e-01,5.863372815313003805e-01,5.578545233750534793e-01
-6.635351983040469470e-01,-6.134178486140281494e-01,-2.878015029744892539e-01
-1.605149396885113600e+00,7.293494040178566395e-01,9.313410883663663098e-01
8.061393585150219421e-01,-4.763767474011619818e-01,-4.453167575753876894e-01
1.633399455412986312e-01,-1.292646122759341543e+00,-7.833438806530792498e-01
-4.718131547409020743e-01,1.377950952722521105e+00,9.731559270947246487e-01
1.357307340671343732e-01,2.310363486795888210e+00,1.343373191680062195e+00
-7.871927421571577321e-01,5.802844167243075280e-01,6.944565423335304910e-01
-1.955058278331023580e-01,5.658178468280931073e-01,3.297956538604953081e-01
-7.211359658756499522e-03,-5.611981104091591233e-01,-3.539189939452696554e-01
-8.676167643217026493e-01,3.066036739048896731e+00,2.116152372897696310e+00
-7.734505972421602815e-02,-2.016660690233245123e+00,-1.203307841728772587e+00
-6.486006079033346250e-01,6.780397271239970713e-01,6.160958786618880856e-01
-5.000084331847481911e-01,1.360446202485257494e+00,1.103877088890602876e+00
1.002398272843957772e+00,-1.523386358242357907e-01,-5.469813842564356099e-01
-4.722159427760433403e-01,-1.004801007027696480e+00,-2.234638127568694954e-01
-6.999665423133246689e-01,-1.473143074665625107e+00,-4.193987606474161023e-01
1.204396291533084362e+00,1.590700787126061888e+00,3.227714466852301678e-01
-1.256138069727732898e+00,-1.181682975686463299e+00,-2.508919899307055501e-01
-1.768511857086916939e+00,-9.638542307321740221e-01,1.092700356779423981e-01
-3.106336801283291482e+00,-1.142278956631919584e+00,3.770027048733483599e-01
1.296915399800523838e+00,-3.456725294644649726e-01,-7.432801766745349425e-01
8.545842348534082866e-01,-4.889690638420449154e-01,-6.170981933963675115e-01
1.760667296993122966e+00,1.992179830138570140e-01,-4.444469209981872782e-01
-3.820022921434805263e-01,2.552424025371081040e+00,1.575982113960064934e+00
-3.244718562854391752e-01,-1.221223349726136220e+00,-4.130034291986023343e-01
2.019100019601099139e-01,-3.883503855807973054e-02,-6.644064573428562492e-02
1.066324553166257072e+00,-9.216339244978112299e-01,-9.324085805815345296e-01
8.047169314794976325e-01,8.527484705742912618e-01,3.524814947849430058e-01
-6.676872919350704816e-01,1.632440057226776653e-01,3.985478896094080681e-01
-8.307519568543374477e-01,2.345808073840667696e+00,1.705224122324366265e+00
-7.041395622801669418e-01,-4.530744436687141885e-01,-4.369825417287806490e-02
-1.065838021963374738e+00,-3.461212751731734261e-01,3.635958239975741746e-01
-5.876026696904224772e-03,7.677891353446865130e-01,5.313312781486907443e-01
-6.104866460656993565e-01,-1.857739586715856928e-01,9.129733263724770786e-02
-1.416489366414042106e+00,-8.274022267661551577e-01,-1.299776820217313222e-01
2.755807558275951141e+00,1.041243191694795733e+00,-3.484076560879557083e-01
-7.814240416773149400e-01,-1.337397241528291314e+00,-6.131343263108885999e-01
-9.755828305996581129e-01,-2.169085951373510984e-02,1.673872903227639486e-01
3.472778835919032581e-02,-7.443606009308560978e-01,-4.747922542433803406e-01
-1.286574466737644196e+00,1.422378505248446334e+00,1.321886630910625415e+00
4.516854512950959077e-01,-3.745680195679352842e-01,-2.531306803746463663e-01
-2.206612078160865853e-01,-5.295304591256690951e-01,-2.012187483836675728e-01
-2.936045446017112592e+00,1.156618270926259018e-01,1.206363298660520167e+00
-1.070544409695765919e+00,-1.002684299032819526e+00,-3.218215679147176655e-01
-6.402624053903738233e-01,7.323017147112972358e-01,6.558461152061380028e-01
-1.170530808407683088e+00,-1.434281459674122017e+00,-4.026247233291563310e-01
6.398520751723782984e-01,7.543689046395508635e-01,2.957962275714943745e-01
-9.589337077942220455e-01,5.623976772929591972e-01,6.854225348106157689e-01
-2.916324304147521196e-01,3.012921765535601093e-01,3.613382062296009445e-01
-1.260960280065534178e+00,8.328944493608352317e-01,8.901031498915440432e-01
1.203258954116497970e+00,6.370732356261833429e-01,-2.615339791673824271e-02
5.583399616951433275e-01,-3.772275156122733897e+00,-2.361012802614688599e+00
2.606297490669398087e-01,-2.544531669254353548e-02,-2.337672144498287030e-01
-1.470455068463331072e-01,-6.305779899710199921e-01,-2.974088066366036842e-01
5.536497491355389655e-02,4.121174051283336692e-01,1.884925566609139402e-01
-2.637881605406249830e-01,-4.633241397098708525e-01,-3.656943927319259435e-01
1.229753810939271164e+00,-1.105367107269125349e+00,-9.924314362553962043e-01
1.030155197823876767e+00,1.768124637305246716e-01,-3.043190769478460456e-01
